train_function torch.Size([226, 12, 25]) torch.Size([226])
train_function torch.Size([451, 12, 25]) torch.Size([451])
train_function torch.Size([677, 12, 25]) torch.Size([677])
test_function torch.Size([225, 12, 25]) torch.Size([225])
train_function torch.Size([902, 12, 25]) torch.Size([902])
train_function torch.Size([1128, 12, 25]) torch.Size([1128])
train_function torch.Size([1354, 12, 25]) torch.Size([1354])
test_function torch.Size([450, 12, 25]) torch.Size([450])
train_function torch.Size([1579, 12, 25]) torch.Size([1579])
train_function torch.Size([1805, 12, 25]) torch.Size([1805])
train_function torch.Size([2030, 12, 25]) torch.Size([2030])
test_function torch.Size([676, 12, 25]) torch.Size([676])
train_function torch.Size([2255, 12, 25]) torch.Size([2255])
train_function torch.Size([2480, 12, 25]) torch.Size([2480])
train_function torch.Size([2705, 12, 25]) torch.Size([2705])
test_function torch.Size([902, 12, 25]) torch.Size([902])
train_function torch.Size([2931, 12, 25]) torch.Size([2931])
train_function torch.Size([3157, 12, 25]) torch.Size([3157])
train_function torch.Size([3383, 12, 25]) torch.Size([3383])
test_function torch.Size([1128, 12, 25]) torch.Size([1128])
train_function torch.Size([3609, 12, 25]) torch.Size([3609])
train_function torch.Size([3835, 12, 25]) torch.Size([3835])
train_function torch.Size([4061, 12, 25]) torch.Size([4061])
test_function torch.Size([1354, 12, 25]) torch.Size([1354])
train_function torch.Size([4286, 12, 25]) torch.Size([4286])
train_function torch.Size([4512, 12, 25]) torch.Size([4512])
train_function torch.Size([4738, 12, 25]) torch.Size([4738])
test_function torch.Size([1580, 12, 25]) torch.Size([1580])
train_function torch.Size([4963, 12, 25]) torch.Size([4963])
train_function torch.Size([5189, 12, 25]) torch.Size([5189])
train_function torch.Size([5415, 12, 25]) torch.Size([5415])
test_function torch.Size([1806, 12, 25]) torch.Size([1806])
train_function torch.Size([5640, 12, 25]) torch.Size([5640])
train_function torch.Size([5866, 12, 25]) torch.Size([5866])
train_function torch.Size([6091, 12, 25]) torch.Size([6091])
test_function torch.Size([2032, 12, 25]) torch.Size([2032])
train_function torch.Size([6317, 12, 25]) torch.Size([6317])
train_function torch.Size([6543, 12, 25]) torch.Size([6543])
>>>>>> test_loss <<<<<< epoch 570 212.17263793945312
>>>>>> test_loss <<<<<< epoch 580 216.75595092773438
>>>>>> test_loss <<<<<< epoch 590 211.61412048339844
>>>>>> test_loss <<<<<< epoch 600 213.48590087890625
>>>>>> test_loss <<<<<< epoch 610 216.4781494140625
>>>>>> test_loss <<<<<< epoch 620 217.1357879638672
>>>>>> test_loss <<<<<< epoch 630 210.97024536132812
>>>>>> test_loss <<<<<< epoch 640 215.43109130859375
>>>>>> test_loss <<<<<< epoch 650 212.473388671875
>>>>>> test_loss <<<<<< epoch 660 211.62232971191406
>>>>>> test_loss <<<<<< epoch 670 227.9444122314453
>>>>>> test_loss <<<<<< epoch 680 212.9392547607422
>>>>>> test_loss <<<<<< epoch 690 212.5478973388672
>>>>>> test_loss <<<<<< epoch 700 212.8472900390625
>>>>>> test_loss <<<<<< epoch 710 206.34056091308594
>>>>>> test_loss <<<<<< epoch 720 212.00172424316406
>>>>>> test_loss <<<<<< epoch 730 210.80148315429688
>>>>>> test_loss <<<<<< epoch 740 210.1437530517578
>>>>>> test_loss <<<<<< epoch 750 202.34466552734375
>>>>>> test_loss <<<<<< epoch 760 211.4014892578125
>>>>>> test_loss <<<<<< epoch 770 206.20462036132812
>>>>>> test_loss <<<<<< epoch 780 202.3619384765625
>>>>>> test_loss <<<<<< epoch 790 206.96041870117188
>>>>>> test_loss <<<<<< epoch 800 206.9476776123047
>>>>>> test_loss <<<<<< epoch 810 198.99876403808594
>>>>>> test_loss <<<<<< epoch 820 208.1703643798828
>>>>>> test_loss <<<<<< epoch 830 199.4418182373047
>>>>>> test_loss <<<<<< epoch 840 200.29501342773438
>>>>>> test_loss <<<<<< epoch 850 204.76939392089844
>>>>>> test_loss <<<<<< epoch 860 201.93698120117188
>>>>>> test_loss <<<<<< epoch 870 199.56326293945312
>>>>>> test_loss <<<<<< epoch 880 205.02334594726562
>>>>>> test_loss <<<<<< epoch 890 201.59051513671875
>>>>>> test_loss <<<<<< epoch 900 200.81607055664062
>>>>>> test_loss <<<<<< epoch 910 193.94961547851562
>>>>>> test_loss <<<<<< epoch 920 201.3591766357422
>>>>>> test_loss <<<<<< epoch 930 195.91648864746094
>>>>>> test_loss <<<<<< epoch 940 199.3571014404297
>>>>>> test_loss <<<<<< epoch 950 200.79830932617188
>>>>>> test_loss <<<<<< epoch 960 202.79440307617188
>>>>>> test_loss <<<<<< epoch 970 194.06649780273438
>>>>>> test_loss <<<<<< epoch 980 198.46939086914062
>>>>>> test_loss <<<<<< epoch 990 198.6276092529297
>>>>>> test_loss <<<<<< epoch 1000 196.46424865722656
>>>>>> test_loss <<<<<< epoch 1010 193.03138732910156
>>>>>> test_loss <<<<<< epoch 1020 203.4438018798828
>>>>>> test_loss <<<<<< epoch 1030 199.0688018798828
>>>>>> test_loss <<<<<< epoch 1040 191.95094299316406
>>>>>> test_loss <<<<<< epoch 1050 192.4506072998047
>>>>>> test_loss <<<<<< epoch 1060 191.22032165527344
>>>>>> test_loss <<<<<< epoch 1070 194.8599395751953
>>>>>> test_loss <<<<<< epoch 1080 192.7521209716797
>>>>>> test_loss <<<<<< epoch 1090 193.28848266601562
>>>>>> test_loss <<<<<< epoch 1100 192.4669189453125
>>>>>> test_loss <<<<<< epoch 1110 195.16561889648438
>>>>>> test_loss <<<<<< epoch 1120 196.91676330566406
>>>>>> test_loss <<<<<< epoch 1130 192.96315002441406
>>>>>> test_loss <<<<<< epoch 1140 192.63441467285156
>>>>>> test_loss <<<<<< epoch 1150 191.37332153320312
>>>>>> test_loss <<<<<< epoch 1160 190.3661346435547
>>>>>> test_loss <<<<<< epoch 1170 190.85935974121094
>>>>>> test_loss <<<<<< epoch 1180 188.48597717285156
>>>>>> test_loss <<<<<< epoch 1190 196.7136688232422
>>>>>> test_loss <<<<<< epoch 1200 192.88705444335938
>>>>>> test_loss <<<<<< epoch 1210 193.33799743652344
>>>>>> test_loss <<<<<< epoch 1220 188.25827026367188
>>>>>> test_loss <<<<<< epoch 1230 190.528076171875
>>>>>> test_loss <<<<<< epoch 1240 189.2829132080078
>>>>>> test_loss <<<<<< epoch 1250 187.47607421875
>>>>>> test_loss <<<<<< epoch 1260 184.4276580810547
>>>>>> test_loss <<<<<< epoch 1270 196.952880859375
>>>>>> test_loss <<<<<< epoch 1280 197.5695343017578
>>>>>> test_loss <<<<<< epoch 1290 191.0051727294922
>>>>>> test_loss <<<<<< epoch 1300 188.05032348632812
>>>>>> test_loss <<<<<< epoch 1310 187.97923278808594
>>>>>> test_loss <<<<<< epoch 1320 185.23818969726562
>>>>>> test_loss <<<<<< epoch 1330 183.88099670410156
>>>>>> test_loss <<<<<< epoch 1340 186.13616943359375
>>>>>> test_loss <<<<<< epoch 1350 185.34474182128906
>>>>>> test_loss <<<<<< epoch 1360 186.02467346191406
>>>>>> test_loss <<<<<< epoch 1370 189.84405517578125
>>>>>> test_loss <<<<<< epoch 1380 190.27267456054688
>>>>>> test_loss <<<<<< epoch 1390 186.24258422851562
>>>>>> test_loss <<<<<< epoch 1400 189.24925231933594
>>>>>> test_loss <<<<<< epoch 1410 186.3918914794922
>>>>>> test_loss <<<<<< epoch 1420 188.71884155273438
>>>>>> test_loss <<<<<< epoch 1430 188.77606201171875
>>>>>> test_loss <<<<<< epoch 1440 187.8837890625
>>>>>> test_loss <<<<<< epoch 1450 181.53488159179688
>>>>>> test_loss <<<<<< epoch 1460 198.86949157714844
>>>>>> test_loss <<<<<< epoch 1470 191.9131317138672
>>>>>> test_loss <<<<<< epoch 1480 185.23416137695312
>>>>>> test_loss <<<<<< epoch 1490 189.5349578857422
>>>>>> test_loss <<<<<< epoch 1500 187.27261352539062
>>>>>> test_loss <<<<<< epoch 1510 185.91464233398438
>>>>>> test_loss <<<<<< epoch 1520 186.12103271484375
>>>>>> test_loss <<<<<< epoch 1530 179.14727783203125
>>>>>> test_loss <<<<<< epoch 1540 184.45388793945312
>>>>>> test_loss <<<<<< epoch 1550 183.83612060546875
>>>>>> test_loss <<<<<< epoch 1560 194.19937133789062
>>>>>> test_loss <<<<<< epoch 1570 182.53863525390625
>>>>>> test_loss <<<<<< epoch 1580 179.1295928955078
>>>>>> test_loss <<<<<< epoch 1590 190.19371032714844
>>>>>> test_loss <<<<<< epoch 1600 178.9001007080078
>>>>>> test_loss <<<<<< epoch 1610 180.69297790527344
>>>>>> test_loss <<<<<< epoch 1620 181.45448303222656
>>>>>> test_loss <<<<<< epoch 1630 183.70355224609375
>>>>>> test_loss <<<<<< epoch 1640 184.51426696777344
>>>>>> test_loss <<<<<< epoch 1650 186.36990356445312
>>>>>> test_loss <<<<<< epoch 1660 183.172607421875
>>>>>> test_loss <<<<<< epoch 1670 183.99310302734375
>>>>>> test_loss <<<<<< epoch 1680 183.1423797607422
>>>>>> test_loss <<<<<< epoch 1690 178.0814208984375
