train_function torch.Size([226, 12, 25]) torch.Size([226])
train_function torch.Size([451, 12, 25]) torch.Size([451])
train_function torch.Size([677, 12, 25]) torch.Size([677])
test_function torch.Size([225, 12, 25]) torch.Size([225])
train_function torch.Size([902, 12, 25]) torch.Size([902])
train_function torch.Size([1128, 12, 25]) torch.Size([1128])
train_function torch.Size([1354, 12, 25]) torch.Size([1354])
test_function torch.Size([450, 12, 25]) torch.Size([450])
train_function torch.Size([1579, 12, 25]) torch.Size([1579])
train_function torch.Size([1805, 12, 25]) torch.Size([1805])
train_function torch.Size([2030, 12, 25]) torch.Size([2030])
test_function torch.Size([676, 12, 25]) torch.Size([676])
train_function torch.Size([2255, 12, 25]) torch.Size([2255])
train_function torch.Size([2480, 12, 25]) torch.Size([2480])
train_function torch.Size([2705, 12, 25]) torch.Size([2705])
test_function torch.Size([902, 12, 25]) torch.Size([902])
train_function torch.Size([2931, 12, 25]) torch.Size([2931])
train_function torch.Size([3157, 12, 25]) torch.Size([3157])
train_function torch.Size([3383, 12, 25]) torch.Size([3383])
test_function torch.Size([1128, 12, 25]) torch.Size([1128])
train_function torch.Size([3609, 12, 25]) torch.Size([3609])
train_function torch.Size([3835, 12, 25]) torch.Size([3835])
train_function torch.Size([4061, 12, 25]) torch.Size([4061])
test_function torch.Size([1354, 12, 25]) torch.Size([1354])
train_function torch.Size([4286, 12, 25]) torch.Size([4286])
train_function torch.Size([4512, 12, 25]) torch.Size([4512])
train_function torch.Size([4738, 12, 25]) torch.Size([4738])
test_function torch.Size([1580, 12, 25]) torch.Size([1580])
train_function torch.Size([4963, 12, 25]) torch.Size([4963])
train_function torch.Size([5189, 12, 25]) torch.Size([5189])
train_function torch.Size([5415, 12, 25]) torch.Size([5415])
test_function torch.Size([1806, 12, 25]) torch.Size([1806])
train_function torch.Size([5640, 12, 25]) torch.Size([5640])
train_function torch.Size([5866, 12, 25]) torch.Size([5866])
train_function torch.Size([6091, 12, 25]) torch.Size([6091])
test_function torch.Size([2032, 12, 25]) torch.Size([2032])
train_function torch.Size([6317, 12, 25]) torch.Size([6317])
train_function torch.Size([6543, 12, 25]) torch.Size([6543])
>>>>>> test_loss <<<<<< epoch 360 219.4484100341797
>>>>>> test_loss <<<<<< epoch 370 222.98223876953125
>>>>>> test_loss <<<<<< epoch 380 221.14942932128906
>>>>>> test_loss <<<<<< epoch 390 225.20379638671875
>>>>>> test_loss <<<<<< epoch 400 224.95799255371094
>>>>>> test_loss <<<<<< epoch 410 215.2831573486328
>>>>>> test_loss <<<<<< epoch 420 219.97950744628906
>>>>>> test_loss <<<<<< epoch 430 226.6096954345703
>>>>>> test_loss <<<<<< epoch 440 220.426025390625
>>>>>> test_loss <<<<<< epoch 450 215.95594787597656
>>>>>> test_loss <<<<<< epoch 460 218.77955627441406
>>>>>> test_loss <<<<<< epoch 470 219.84359741210938
>>>>>> test_loss <<<<<< epoch 480 225.484619140625
>>>>>> test_loss <<<<<< epoch 490 217.7200927734375
>>>>>> test_loss <<<<<< epoch 500 213.93675231933594
>>>>>> test_loss <<<<<< epoch 510 215.6592254638672
>>>>>> test_loss <<<<<< epoch 520 213.6703643798828
>>>>>> test_loss <<<<<< epoch 530 211.4120635986328
>>>>>> test_loss <<<<<< epoch 540 226.46678161621094
>>>>>> test_loss <<<<<< epoch 550 214.02732849121094
>>>>>> test_loss <<<<<< epoch 560 216.56854248046875
>>>>>> test_loss <<<<<< epoch 570 210.70263671875
>>>>>> test_loss <<<<<< epoch 580 212.4862823486328
>>>>>> test_loss <<<<<< epoch 590 219.5584716796875
>>>>>> test_loss <<<<<< epoch 600 211.9256134033203
>>>>>> test_loss <<<<<< epoch 610 214.2238311767578
>>>>>> test_loss <<<<<< epoch 620 210.83914184570312
>>>>>> test_loss <<<<<< epoch 630 212.78582763671875
>>>>>> test_loss <<<<<< epoch 640 203.77931213378906
>>>>>> test_loss <<<<<< epoch 650 200.26351928710938
>>>>>> test_loss <<<<<< epoch 660 199.49142456054688
>>>>>> test_loss <<<<<< epoch 670 197.95420837402344
>>>>>> test_loss <<<<<< epoch 680 193.27452087402344
>>>>>> test_loss <<<<<< epoch 690 190.0543975830078
>>>>>> test_loss <<<<<< epoch 700 191.85691833496094
>>>>>> test_loss <<<<<< epoch 710 194.26116943359375
>>>>>> test_loss <<<<<< epoch 720 190.38966369628906
>>>>>> test_loss <<<<<< epoch 730 190.3021697998047
>>>>>> test_loss <<<<<< epoch 740 190.68186950683594
>>>>>> test_loss <<<<<< epoch 750 186.3061065673828
>>>>>> test_loss <<<<<< epoch 760 187.5183563232422
>>>>>> test_loss <<<<<< epoch 770 186.11740112304688
>>>>>> test_loss <<<<<< epoch 780 183.12191772460938
>>>>>> test_loss <<<<<< epoch 790 180.42242431640625
>>>>>> test_loss <<<<<< epoch 800 185.77320861816406
>>>>>> test_loss <<<<<< epoch 810 187.76535034179688
>>>>>> test_loss <<<<<< epoch 820 184.8445587158203
>>>>>> test_loss <<<<<< epoch 830 184.41119384765625
>>>>>> test_loss <<<<<< epoch 840 180.3064727783203
>>>>>> test_loss <<<<<< epoch 850 185.68484497070312
>>>>>> test_loss <<<<<< epoch 860 178.00218200683594
>>>>>> test_loss <<<<<< epoch 870 179.6087646484375
>>>>>> test_loss <<<<<< epoch 880 175.02786254882812
>>>>>> test_loss <<<<<< epoch 890 181.06129455566406
>>>>>> test_loss <<<<<< epoch 900 176.215087890625
>>>>>> test_loss <<<<<< epoch 910 180.25900268554688
>>>>>> test_loss <<<<<< epoch 920 177.9641571044922
>>>>>> test_loss <<<<<< epoch 930 178.36070251464844
>>>>>> test_loss <<<<<< epoch 940 173.75242614746094
>>>>>> test_loss <<<<<< epoch 950 177.30735778808594
>>>>>> test_loss <<<<<< epoch 960 183.93731689453125
>>>>>> test_loss <<<<<< epoch 970 173.6422882080078
>>>>>> test_loss <<<<<< epoch 980 173.16363525390625
>>>>>> test_loss <<<<<< epoch 990 178.89834594726562
>>>>>> test_loss <<<<<< epoch 1000 180.5283203125
>>>>>> test_loss <<<<<< epoch 1010 182.61883544921875
>>>>>> test_loss <<<<<< epoch 1020 175.5733642578125
>>>>>> test_loss <<<<<< epoch 1030 173.33714294433594
>>>>>> test_loss <<<<<< epoch 1040 174.75039672851562
>>>>>> test_loss <<<<<< epoch 1050 176.8951873779297
>>>>>> test_loss <<<<<< epoch 1060 172.70895385742188
>>>>>> test_loss <<<<<< epoch 1070 200.2844696044922
>>>>>> test_loss <<<<<< epoch 1080 187.453369140625
>>>>>> test_loss <<<<<< epoch 1090 186.133544921875
>>>>>> test_loss <<<<<< epoch 1100 174.7893829345703
>>>>>> test_loss <<<<<< epoch 1110 173.26654052734375
>>>>>> test_loss <<<<<< epoch 1120 171.1470184326172
>>>>>> test_loss <<<<<< epoch 1130 180.7876739501953
>>>>>> test_loss <<<<<< epoch 1140 175.31112670898438
>>>>>> test_loss <<<<<< epoch 1150 174.52076721191406
>>>>>> test_loss <<<<<< epoch 1160 182.95785522460938
>>>>>> test_loss <<<<<< epoch 1170 184.95950317382812
>>>>>> test_loss <<<<<< epoch 1180 184.40708923339844
>>>>>> test_loss <<<<<< epoch 1190 175.48028564453125
>>>>>> test_loss <<<<<< epoch 1200 180.0688018798828
>>>>>> test_loss <<<<<< epoch 1210 174.2206268310547
>>>>>> test_loss <<<<<< epoch 1220 171.9000701904297
>>>>>> test_loss <<<<<< epoch 1230 181.29432678222656
>>>>>> test_loss <<<<<< epoch 1240 183.2349853515625
>>>>>> test_loss <<<<<< epoch 1250 178.57630920410156
>>>>>> test_loss <<<<<< epoch 1260 175.04563903808594
>>>>>> test_loss <<<<<< epoch 1270 173.2365264892578
>>>>>> test_loss <<<<<< epoch 1280 179.25685119628906
>>>>>> test_loss <<<<<< epoch 1290 171.31410217285156
>>>>>> test_loss <<<<<< epoch 1300 176.39385986328125
>>>>>> test_loss <<<<<< epoch 1310 188.46478271484375
>>>>>> test_loss <<<<<< epoch 1320 172.465576171875
>>>>>> test_loss <<<<<< epoch 1330 172.88372802734375
>>>>>> test_loss <<<<<< epoch 1340 180.15481567382812
>>>>>> test_loss <<<<<< epoch 1350 181.85340881347656
>>>>>> test_loss <<<<<< epoch 1360 181.9964599609375
>>>>>> test_loss <<<<<< epoch 1370 173.6145477294922
>>>>>> test_loss <<<<<< epoch 1380 181.7357635498047
>>>>>> test_loss <<<<<< epoch 1390 172.45997619628906
