train_function torch.Size([221, 12, 25]) torch.Size([221])
train_function torch.Size([441, 12, 25]) torch.Size([441])
train_function torch.Size([662, 12, 25]) torch.Size([662])
test_function torch.Size([220, 12, 25]) torch.Size([220])
train_function torch.Size([882, 12, 25]) torch.Size([882])
train_function torch.Size([1103, 12, 25]) torch.Size([1103])
train_function torch.Size([1324, 12, 25]) torch.Size([1324])
test_function torch.Size([440, 12, 25]) torch.Size([440])
train_function torch.Size([1544, 12, 25]) torch.Size([1544])
train_function torch.Size([1765, 12, 25]) torch.Size([1765])
train_function torch.Size([1985, 12, 25]) torch.Size([1985])
test_function torch.Size([661, 12, 25]) torch.Size([661])
train_function torch.Size([2205, 12, 25]) torch.Size([2205])
train_function torch.Size([2425, 12, 25]) torch.Size([2425])
train_function torch.Size([2645, 12, 25]) torch.Size([2645])
test_function torch.Size([882, 12, 25]) torch.Size([882])
train_function torch.Size([2866, 12, 25]) torch.Size([2866])
train_function torch.Size([3087, 12, 25]) torch.Size([3087])
train_function torch.Size([3308, 12, 25]) torch.Size([3308])
test_function torch.Size([1103, 12, 25]) torch.Size([1103])
train_function torch.Size([3529, 12, 25]) torch.Size([3529])
train_function torch.Size([3750, 12, 25]) torch.Size([3750])
train_function torch.Size([3971, 12, 25]) torch.Size([3971])
test_function torch.Size([1324, 12, 25]) torch.Size([1324])
train_function torch.Size([4191, 12, 25]) torch.Size([4191])
train_function torch.Size([4412, 12, 25]) torch.Size([4412])
train_function torch.Size([4633, 12, 25]) torch.Size([4633])
test_function torch.Size([1545, 12, 25]) torch.Size([1545])
train_function torch.Size([4853, 12, 25]) torch.Size([4853])
train_function torch.Size([5074, 12, 25]) torch.Size([5074])
train_function torch.Size([5295, 12, 25]) torch.Size([5295])
test_function torch.Size([1766, 12, 25]) torch.Size([1766])
train_function torch.Size([5515, 12, 25]) torch.Size([5515])
train_function torch.Size([5736, 12, 25]) torch.Size([5736])
train_function torch.Size([5956, 12, 25]) torch.Size([5956])
test_function torch.Size([1987, 12, 25]) torch.Size([1987])
train_function torch.Size([6177, 12, 25]) torch.Size([6177])
train_function torch.Size([6398, 12, 25]) torch.Size([6398])
>>>>>> test_loss <<<<<< epoch 960 198.33956909179688
>>>>>> test_loss <<<<<< epoch 970 199.88877868652344
>>>>>> test_loss <<<<<< epoch 980 199.92422485351562
>>>>>> test_loss <<<<<< epoch 990 198.23861694335938
>>>>>> test_loss <<<<<< epoch 1000 200.4609832763672
>>>>>> test_loss <<<<<< epoch 1010 197.56370544433594
>>>>>> test_loss <<<<<< epoch 1020 208.45938110351562
>>>>>> test_loss <<<<<< epoch 1030 199.3131866455078
>>>>>> test_loss <<<<<< epoch 1040 196.74940490722656
>>>>>> test_loss <<<<<< epoch 1050 204.5063018798828
>>>>>> test_loss <<<<<< epoch 1060 196.19415283203125
>>>>>> test_loss <<<<<< epoch 1070 203.7633514404297
>>>>>> test_loss <<<<<< epoch 1080 195.2353973388672
>>>>>> test_loss <<<<<< epoch 1090 199.5532684326172
>>>>>> test_loss <<<<<< epoch 1100 195.36007690429688
>>>>>> test_loss <<<<<< epoch 1110 191.9717559814453
>>>>>> test_loss <<<<<< epoch 1120 198.29197692871094
>>>>>> test_loss <<<<<< epoch 1130 196.6730499267578
>>>>>> test_loss <<<<<< epoch 1140 196.29345703125
>>>>>> test_loss <<<<<< epoch 1150 201.47247314453125
>>>>>> test_loss <<<<<< epoch 1160 196.48069763183594
>>>>>> test_loss <<<<<< epoch 1170 188.80677795410156
>>>>>> test_loss <<<<<< epoch 1180 198.92556762695312
>>>>>> test_loss <<<<<< epoch 1190 196.70652770996094
>>>>>> test_loss <<<<<< epoch 1200 194.01992797851562
>>>>>> test_loss <<<<<< epoch 1210 198.5417022705078
>>>>>> test_loss <<<<<< epoch 1220 196.9105224609375
>>>>>> test_loss <<<<<< epoch 1230 193.3091583251953
>>>>>> test_loss <<<<<< epoch 1240 199.15541076660156
>>>>>> test_loss <<<<<< epoch 1250 193.6669158935547
>>>>>> test_loss <<<<<< epoch 1260 198.89698791503906
>>>>>> test_loss <<<<<< epoch 1270 196.4676513671875
>>>>>> test_loss <<<<<< epoch 1280 192.29946899414062
>>>>>> test_loss <<<<<< epoch 1290 195.7056121826172
>>>>>> test_loss <<<<<< epoch 1300 206.4147491455078
>>>>>> test_loss <<<<<< epoch 1310 193.47698974609375
>>>>>> test_loss <<<<<< epoch 1320 195.1734161376953
>>>>>> test_loss <<<<<< epoch 1330 199.83839416503906
>>>>>> test_loss <<<<<< epoch 1340 196.80787658691406
>>>>>> test_loss <<<<<< epoch 1350 191.70425415039062
>>>>>> test_loss <<<<<< epoch 1360 193.8018035888672
>>>>>> test_loss <<<<<< epoch 1370 189.4762725830078
>>>>>> test_loss <<<<<< epoch 1380 192.99005126953125
>>>>>> test_loss <<<<<< epoch 1390 196.4375457763672
>>>>>> test_loss <<<<<< epoch 1400 195.3295135498047
>>>>>> test_loss <<<<<< epoch 1410 192.8285675048828
>>>>>> test_loss <<<<<< epoch 1420 191.56265258789062
>>>>>> test_loss <<<<<< epoch 1430 186.29757690429688
>>>>>> test_loss <<<<<< epoch 1440 188.18080139160156
>>>>>> test_loss <<<<<< epoch 1450 197.94039916992188
>>>>>> test_loss <<<<<< epoch 1460 196.13168334960938
>>>>>> test_loss <<<<<< epoch 1470 191.58360290527344
>>>>>> test_loss <<<<<< epoch 1480 187.13851928710938
>>>>>> test_loss <<<<<< epoch 1490 183.81553649902344
>>>>>> test_loss <<<<<< epoch 1500 188.0857696533203
>>>>>> test_loss <<<<<< epoch 1510 195.1165313720703
>>>>>> test_loss <<<<<< epoch 1520 185.44647216796875
>>>>>> test_loss <<<<<< epoch 1530 192.07151794433594
>>>>>> test_loss <<<<<< epoch 1540 186.1112823486328
>>>>>> test_loss <<<<<< epoch 1550 195.25094604492188
>>>>>> test_loss <<<<<< epoch 1560 187.35939025878906
>>>>>> test_loss <<<<<< epoch 1570 192.01210021972656
>>>>>> test_loss <<<<<< epoch 1580 198.642822265625
>>>>>> test_loss <<<<<< epoch 1590 185.97653198242188
>>>>>> test_loss <<<<<< epoch 1600 184.1695098876953
>>>>>> test_loss <<<<<< epoch 1610 181.1533660888672
>>>>>> test_loss <<<<<< epoch 1620 202.102783203125
>>>>>> test_loss <<<<<< epoch 1630 181.65771484375
>>>>>> test_loss <<<<<< epoch 1640 189.6505584716797
>>>>>> test_loss <<<<<< epoch 1650 180.60922241210938
>>>>>> test_loss <<<<<< epoch 1660 175.49253845214844
>>>>>> test_loss <<<<<< epoch 1670 179.01873779296875
>>>>>> test_loss <<<<<< epoch 1680 181.70816040039062
>>>>>> test_loss <<<<<< epoch 1690 179.17465209960938
>>>>>> test_loss <<<<<< epoch 1700 177.5777130126953
>>>>>> test_loss <<<<<< epoch 1710 185.61495971679688
>>>>>> test_loss <<<<<< epoch 1720 176.5762939453125
>>>>>> test_loss <<<<<< epoch 1730 183.623291015625
>>>>>> test_loss <<<<<< epoch 1740 184.49754333496094
>>>>>> test_loss <<<<<< epoch 1750 178.27528381347656
>>>>>> test_loss <<<<<< epoch 1760 183.75697326660156
>>>>>> test_loss <<<<<< epoch 1770 180.21060180664062
>>>>>> test_loss <<<<<< epoch 1780 184.70579528808594
>>>>>> test_loss <<<<<< epoch 1790 183.24945068359375
>>>>>> test_loss <<<<<< epoch 1800 176.5686492919922
>>>>>> test_loss <<<<<< epoch 1810 178.85385131835938
>>>>>> test_loss <<<<<< epoch 1820 194.6705322265625
>>>>>> test_loss <<<<<< epoch 1830 174.61460876464844
>>>>>> test_loss <<<<<< epoch 1840 179.5989532470703
>>>>>> test_loss <<<<<< epoch 1850 189.61648559570312
>>>>>> test_loss <<<<<< epoch 1860 182.29627990722656
>>>>>> test_loss <<<<<< epoch 1870 181.34619140625
>>>>>> test_loss <<<<<< epoch 1880 175.29710388183594
>>>>>> test_loss <<<<<< epoch 1890 183.42088317871094
>>>>>> test_loss <<<<<< epoch 1900 182.4589385986328
>>>>>> test_loss <<<<<< epoch 1910 189.62039184570312
>>>>>> test_loss <<<<<< epoch 1920 184.1939697265625
>>>>>> test_loss <<<<<< epoch 1930 185.8165283203125
>>>>>> test_loss <<<<<< epoch 1940 180.5672149658203
>>>>>> test_loss <<<<<< epoch 1950 177.40078735351562
>>>>>> test_loss <<<<<< epoch 1960 180.45184326171875
>>>>>> test_loss <<<<<< epoch 1970 181.28021240234375
>>>>>> test_loss <<<<<< epoch 1980 185.471923828125
>>>>>> test_loss <<<<<< epoch 1990 180.21231079101562
