train_function torch.Size([221, 12, 25]) torch.Size([221])
train_function torch.Size([441, 12, 25]) torch.Size([441])
train_function torch.Size([662, 12, 25]) torch.Size([662])
test_function torch.Size([220, 12, 25]) torch.Size([220])
train_function torch.Size([882, 12, 25]) torch.Size([882])
train_function torch.Size([1103, 12, 25]) torch.Size([1103])
train_function torch.Size([1324, 12, 25]) torch.Size([1324])
test_function torch.Size([440, 12, 25]) torch.Size([440])
train_function torch.Size([1544, 12, 25]) torch.Size([1544])
train_function torch.Size([1765, 12, 25]) torch.Size([1765])
train_function torch.Size([1985, 12, 25]) torch.Size([1985])
test_function torch.Size([661, 12, 25]) torch.Size([661])
train_function torch.Size([2205, 12, 25]) torch.Size([2205])
train_function torch.Size([2425, 12, 25]) torch.Size([2425])
train_function torch.Size([2645, 12, 25]) torch.Size([2645])
test_function torch.Size([882, 12, 25]) torch.Size([882])
train_function torch.Size([2866, 12, 25]) torch.Size([2866])
train_function torch.Size([3087, 12, 25]) torch.Size([3087])
train_function torch.Size([3308, 12, 25]) torch.Size([3308])
test_function torch.Size([1103, 12, 25]) torch.Size([1103])
train_function torch.Size([3529, 12, 25]) torch.Size([3529])
train_function torch.Size([3750, 12, 25]) torch.Size([3750])
train_function torch.Size([3971, 12, 25]) torch.Size([3971])
test_function torch.Size([1324, 12, 25]) torch.Size([1324])
train_function torch.Size([4191, 12, 25]) torch.Size([4191])
train_function torch.Size([4412, 12, 25]) torch.Size([4412])
train_function torch.Size([4633, 12, 25]) torch.Size([4633])
test_function torch.Size([1545, 12, 25]) torch.Size([1545])
train_function torch.Size([4853, 12, 25]) torch.Size([4853])
train_function torch.Size([5074, 12, 25]) torch.Size([5074])
train_function torch.Size([5295, 12, 25]) torch.Size([5295])
test_function torch.Size([1766, 12, 25]) torch.Size([1766])
train_function torch.Size([5515, 12, 25]) torch.Size([5515])
train_function torch.Size([5736, 12, 25]) torch.Size([5736])
train_function torch.Size([5956, 12, 25]) torch.Size([5956])
test_function torch.Size([1987, 12, 25]) torch.Size([1987])
train_function torch.Size([6177, 12, 25]) torch.Size([6177])
train_function torch.Size([6398, 12, 25]) torch.Size([6398])
>>>>>> test_loss <<<<<< epoch 1010 187.6920928955078
>>>>>> test_loss <<<<<< epoch 1020 201.6671600341797
>>>>>> test_loss <<<<<< epoch 1030 191.44361877441406
>>>>>> test_loss <<<<<< epoch 1040 188.1001434326172
>>>>>> test_loss <<<<<< epoch 1050 185.75225830078125
>>>>>> test_loss <<<<<< epoch 1060 189.67640686035156
>>>>>> test_loss <<<<<< epoch 1070 195.93666076660156
>>>>>> test_loss <<<<<< epoch 1080 183.1337127685547
>>>>>> test_loss <<<<<< epoch 1090 199.630615234375
>>>>>> test_loss <<<<<< epoch 1100 190.09046936035156
>>>>>> test_loss <<<<<< epoch 1110 185.0511474609375
>>>>>> test_loss <<<<<< epoch 1120 185.0389404296875
>>>>>> test_loss <<<<<< epoch 1130 191.36273193359375
>>>>>> test_loss <<<<<< epoch 1140 181.33547973632812
>>>>>> test_loss <<<<<< epoch 1150 191.10328674316406
>>>>>> test_loss <<<<<< epoch 1160 192.48365783691406
>>>>>> test_loss <<<<<< epoch 1170 187.8242645263672
>>>>>> test_loss <<<<<< epoch 1180 186.50926208496094
>>>>>> test_loss <<<<<< epoch 1190 189.42620849609375
>>>>>> test_loss <<<<<< epoch 1200 190.94752502441406
>>>>>> test_loss <<<<<< epoch 1210 184.91510009765625
>>>>>> test_loss <<<<<< epoch 1220 187.6611328125
>>>>>> test_loss <<<<<< epoch 1230 192.35499572753906
>>>>>> test_loss <<<<<< epoch 1240 180.69046020507812
>>>>>> test_loss <<<<<< epoch 1250 185.66006469726562
>>>>>> test_loss <<<<<< epoch 1260 191.9298095703125
>>>>>> test_loss <<<<<< epoch 1270 200.1360321044922
>>>>>> test_loss <<<<<< epoch 1280 186.0645294189453
>>>>>> test_loss <<<<<< epoch 1290 181.6222381591797
>>>>>> test_loss <<<<<< epoch 1300 185.6250457763672
>>>>>> test_loss <<<<<< epoch 1310 186.4038848876953
>>>>>> test_loss <<<<<< epoch 1320 182.46441650390625
>>>>>> test_loss <<<<<< epoch 1330 186.68638610839844
>>>>>> test_loss <<<<<< epoch 1340 187.61338806152344
>>>>>> test_loss <<<<<< epoch 1350 187.9800567626953
>>>>>> test_loss <<<<<< epoch 1360 191.0731201171875
>>>>>> test_loss <<<<<< epoch 1370 186.23423767089844
>>>>>> test_loss <<<<<< epoch 1380 181.25025939941406
>>>>>> test_loss <<<<<< epoch 1390 188.12820434570312
>>>>>> test_loss <<<<<< epoch 1400 179.91590881347656
>>>>>> test_loss <<<<<< epoch 1410 193.2877655029297
>>>>>> test_loss <<<<<< epoch 1420 197.6740264892578
>>>>>> test_loss <<<<<< epoch 1430 186.40933227539062
>>>>>> test_loss <<<<<< epoch 1440 185.11700439453125
>>>>>> test_loss <<<<<< epoch 1450 189.9976043701172
>>>>>> test_loss <<<<<< epoch 1460 180.57186889648438
>>>>>> test_loss <<<<<< epoch 1470 189.90045166015625
>>>>>> test_loss <<<<<< epoch 1480 180.12620544433594
>>>>>> test_loss <<<<<< epoch 1490 185.49256896972656
>>>>>> test_loss <<<<<< epoch 1500 192.8510284423828
>>>>>> test_loss <<<<<< epoch 1510 184.4628143310547
>>>>>> test_loss <<<<<< epoch 1520 183.91961669921875
>>>>>> test_loss <<<<<< epoch 1530 192.2489013671875
>>>>>> test_loss <<<<<< epoch 1540 183.9768524169922
>>>>>> test_loss <<<<<< epoch 1550 186.17138671875
>>>>>> test_loss <<<<<< epoch 1560 185.58580017089844
>>>>>> test_loss <<<<<< epoch 1570 185.8138427734375
>>>>>> test_loss <<<<<< epoch 1580 183.4012451171875
>>>>>> test_loss <<<<<< epoch 1590 181.2236328125
>>>>>> test_loss <<<<<< epoch 1600 186.15966796875
>>>>>> test_loss <<<<<< epoch 1610 186.72589111328125
>>>>>> test_loss <<<<<< epoch 1620 177.99832153320312
>>>>>> test_loss <<<<<< epoch 1630 183.73965454101562
>>>>>> test_loss <<<<<< epoch 1640 181.47096252441406
>>>>>> test_loss <<<<<< epoch 1650 183.5601043701172
>>>>>> test_loss <<<<<< epoch 1660 180.13064575195312
>>>>>> test_loss <<<<<< epoch 1670 187.27206420898438
>>>>>> test_loss <<<<<< epoch 1680 191.91259765625
>>>>>> test_loss <<<<<< epoch 1690 186.07252502441406
>>>>>> test_loss <<<<<< epoch 1700 183.9259490966797
>>>>>> test_loss <<<<<< epoch 1710 192.0009002685547
>>>>>> test_loss <<<<<< epoch 1720 184.15245056152344
>>>>>> test_loss <<<<<< epoch 1730 183.03521728515625
>>>>>> test_loss <<<<<< epoch 1740 178.9587860107422
>>>>>> test_loss <<<<<< epoch 1750 193.94102478027344
>>>>>> test_loss <<<<<< epoch 1760 176.62469482421875
>>>>>> test_loss <<<<<< epoch 1770 182.61325073242188
>>>>>> test_loss <<<<<< epoch 1780 183.92654418945312
>>>>>> test_loss <<<<<< epoch 1790 196.70709228515625
>>>>>> test_loss <<<<<< epoch 1800 184.02745056152344
>>>>>> test_loss <<<<<< epoch 1810 179.95387268066406
>>>>>> test_loss <<<<<< epoch 1820 182.30056762695312
>>>>>> test_loss <<<<<< epoch 1830 179.26376342773438
>>>>>> test_loss <<<<<< epoch 1840 177.2420654296875
>>>>>> test_loss <<<<<< epoch 1850 186.59564208984375
>>>>>> test_loss <<<<<< epoch 1860 176.6945343017578
>>>>>> test_loss <<<<<< epoch 1870 181.56849670410156
>>>>>> test_loss <<<<<< epoch 1880 181.60275268554688
>>>>>> test_loss <<<<<< epoch 1890 179.45506286621094
>>>>>> test_loss <<<<<< epoch 1900 184.7180633544922
>>>>>> test_loss <<<<<< epoch 1910 183.59376525878906
>>>>>> test_loss <<<<<< epoch 1920 184.5917510986328
>>>>>> test_loss <<<<<< epoch 1930 184.40692138671875
>>>>>> test_loss <<<<<< epoch 1940 187.0166015625
>>>>>> test_loss <<<<<< epoch 1950 181.4904022216797
>>>>>> test_loss <<<<<< epoch 1960 195.81805419921875
>>>>>> test_loss <<<<<< epoch 1970 187.6629180908203
>>>>>> test_loss <<<<<< epoch 1980 184.10247802734375
>>>>>> test_loss <<<<<< epoch 1990 194.119140625
